air_pressure,air_temp,avg_wind_speed,relative_humidity
908.42,46.112,16.217815,91.17
916.28,47.858,10.625465,57.7
917.06,79.178,1.4987498,34.3
920.53,81.95,10.1557076,19.8
919.9688186,66.6956673,9.361890964,17.82731464
920.1812947,58.90810931,9.395120679,18.93314198
915.69,43.646,9.171454,91.88
923.0384033,60.63699846,17.0708015,8.902153072
917.12,45.896,3.4001488,89.03
917.15,59.954,6.6884506,20.12
925.28,66.47,11.2294388,13.93
919.7073418,68.27722271,3.95103064,14.76524046
922.8213104,67.81330144,9.555245,14.89222774
917.6,81.914,1.677705,29.99
919.11,58.46,2.1698318,32.7
921.6848174,61.05388861,10.9939139,17.74130451
917.44,58.514,10.0214912,13.88
923.9819454,68.21749494,5.170105725,18.27735168
919.0136723,62.59743172,3.643050208,22.37015948
920.4449457,65.80184531,21.52017709,12.27871544
926.5,71.114,12.1018454,13.94
920.0038902,69.31791272,4.670853574,13.76670499
917.7,65.372,3.0646078,22.93
917.85,65.372,1.454011,39.37
924.94,57.164,14.0256138,19.24
918.1,49.946,1.454011,91.87
924.789568,71.20520678,2.522801012,15.13919915
916.32,63.032,3.9593838,37.05
917.35,74.948,1.3197946,57.9
917.8,75.902,8.7464354,42.09
911.45,66.326,1.8342908,47.61
918.3,78.854,2.8409138,15.77
916.4752029,78.65687296,2.639039347,17.63831369
918.0264534,73.44189552,1.366093834,10.41924474
916.9860065,75.84382067,1.30391354,17.43009839
915.92,47.444,4.1159696,72.38
924.1,64.706,10.5807262,13.05
916.63,65.228,1.1855782,15.09
917.2,74.138,3.0646078,13.32
918.48,66.542,3.467257,20.64
921.11,63.968,3.2883018,26.6
918.6370623,73.42994491,1.024885233,12.96076068
922.1838463,54.79058849,6.611144735,19.40615365
913.07,57.614,2.5501116,76.67
913.32,79.214,2.8409138,17.69
914.63,55.4,5.368656,91.49
915.71,78.044,4.2725554,26.53
916.5,74.588,1.8342908,33.73
914.1317359,82.58315211,2.577089777,19.91117711
920,68.054,4.6752046,14.5
919.58,62.114,4.5633576,76.03
921.6436746,68.89438461,3.37330212,17.9856135
917.3966172,78.69746778,2.637338559,22.81590461
922.254438,61.78811046,1.866895169,8.596749102
917.1,58.64,10.2451852,28.13
924.08,60.08,18.9245124,13.13
917.7,56.264,3.5567346,75.16
925.63,59.882,15.099345,13.05
916.7370565,77.37667411,3.334137998,31.21607683
921.5105339,60.51021538,20.72438109,11.45801709
912.98,46.994,5.6594582,91.33
912.3,74.552,3.7580592,34.16
923.8,59.972,3.0422384,32.3
924.16,61.88,3.4448876,15.21
920.91,66.416,4.0712308,13.42
918.69,48.902,4.47388,77.7
921.8,53.492,3.0869772,23.67
,67.85383333,4.32859364,18.48738543
923.95,48.182,4.1830778,74.21
922.8084455,60.06418129,3.378980958,19.82925713
922.99,59.486,3.3777794,19.84
926.77,65.696,9.9096442,11.4
922.2,58.298,4.6752046,32.4
915.3,51.512,5.0778538,68.52
918.5111396,77.62439967,2.130714809,16.13129142
921.2386105,68.19483703,14.30845427,17.41872379
915.03,72.428,2.3711564,43.19
918.3,64.886,3.7580592,36.04
917.0147568,82.08455393,1.273779328,17.8492157
918.37,65.318,6.2186932,20.46
920.64,53.888,14.763804,19.11
921.09,70.124,2.908022,43.95
915.3,80.276,1.342164,19.27
923.8339962,68.39986219,13.09782124,9.777602566
919.39,65.876,3.9593838,48.17
919.09,56.174,5.3239172,40.08
914.36,59.918,4.8765292,74.25
920.11,61.142,3.6238428,28.64
914.1065881,73.76724585,1.503156618,25.06369772
920.5354071,68.68930518,13.00492854,10.28910353
919.01,60.044,2.348787,28.47
919.5797521,68.56876297,5.442571736,9.021708209
918.16,72.32,2.125093,44.85
922.9187405,59.52882277,17.68292319,12.96527314
916.1,76.352,5.033115,30.93
923.1567033,69.84222257,5.676675693,14.91156137
915.91,41.864,2.908022,91.6
917.2,54.392,7.7621818,20.89
917.83,73.04,2.8185444,25.4
918.78,73.148,2.2816788,26.27
920.9570212,65.23695711,3.891116646,9.161148737
917.58,63.968,0.8724066,22.38
923.9946532,71.86255895,2.994232455,15.61895456
920.5189681,68.66170684,15.95716198,14.45057228
914.9,72.14,1.5882274,18.78
919.6439977,64.23715803,16.04767469,18.27250895
921.86,54.176,4.0712308,20.78
918.7814078,75.2646836,2.096383108,22.68373007
922.7179767,72.05570529,6.522739585,12.99786028
918.36,56.714,1.4092722,62.89
920.5630801,73.25469603,4.491629747,12.10284365
922.1634285,60.73776658,5.583109569,26.81209698
920.4,81.914,9.6859502,8
918.3,83.894,2.7066974,19.12
918.8,80.384,1.7671826,24.59
920.57,65.138,2.013246,17.16
919.63724,76.10327975,3.411109146,26.61881505
918.26,82.4,2.0579848,10.76
916.3,63.302,6.1292156,13.83
915.6,87.314,3.2883018,23.16
918.79,52.232,4.809421,32.08
918.65,73.184,8.276678,47.53
916.33,68.414,6.2410626,31.22
915.64,66.47,9.3727786,14.71
913.83,52.286,5.5028724,52.37
922.1,54.14,1.4316416,90.84
915.2,66.56,4.47388,38.4
918.6,56.948,1.5434886,64.72
917.1,52.088,3.2883018,90.58
917.4,74.048,3.0869772,36.13
914.61,49.442,6.2858014,79.46
920.32,65.462,14.875651,8.04
908.97,48.686,8.0082452,91.89
922.2399667,74.33019242,1.163097198,14.73920053
917.18,62.834,3.2211936,36.63
915.3745951,72.99481725,2.200839329,27.03081148
920.9692432,69.01193103,4.468167476,14.29432506
918.94,46.634,2.7738056,76.02
917.3344109,67.00316846,4.738371951,18.72097432
915.55,73.76,9.3727786,31.7
915.7,60.512,8.2319392,16.79
920.8,65.084,4.0936002,8.8
923.63,53.744,2.8409138,33.72
918.49,69.512,1.9237684,52.4
919.19,73.904,3.1988242,11.49
920.59,47.804,2.2816788,79.3
922.1314417,59.93227386,2.167788868,12.01768407
922.98,63.374,3.6462122,15.84
917.4,77.234,1.8566602,14.31
921.1399556,61.71375643,4.025592225,23.58245375
920.66,70.556,11.9228902,11.59
913.63,45.356,9.6412114,64.9
915.6,70.286,1.7671826,52.36
916.23,65.822,7.3371632,40.51
919.9806643,64.09209944,22.09173287,12.64710564
921.36,47.048,11.9452596,22.52
912.65,68.27,1.677705,53.18
919.5,79.862,1.4763804,8.48
923.72,58.208,4.8317904,20.94
922.5730654,58.73324309,18.40590898,10.75368011
914.95,39.524,2.1698318,91.23
919.7381606,67.4327443,1.157775334,15.44118585
920.02,81.644,1.901399,29.46
922.6394891,72.48003163,5.106287101,10.81813497
917.29,78.206,7.1805774,21.87
914.62,66.128,7.6503348,46.7
917.36,60.512,3.6462122,74.44
918.9775162,53.63588118,7.650124863,23.89933272
918.09,68.864,16.5086172,16.43
912.99,64.58,7.0239916,44.78
919.52,62.24,2.0803542,39.3
917.2,75.614,1.9461378,62.54
923.27,63.554,10.5583568,18.67
923.6,51.98,2.9527608,26.22
917.4,45.122,8.1872004,91.48
920.57,53.6,4.697574,79.88
922.47,50.36,7.3371632,82.83
916.25,55.67,6.6660812,72.55
917.33,79.808,1.9908766,28.4
921.73,57.776,2.1027236,23.93
922.1416622,66.77042766,3.602571205,11.48071642
917.9848317,75.88228356,2.987343292,13.93021141
917.4,69.926,4.4515106,70.84
917.4,61.916,1.7671826,20.56
920.86,66.938,2.684328,17.45
917.12,57.398,1.4987498,51.03
920.67,66.056,1.8342908,12.57
915.5,57.632,2.4158952,61.65
915.31,78.872,1.6553356,26.95
914.13,49.712,3.3777794,90.11
913.27,40.1,12.9295132,81.45
915.87,76.55,2.1698318,38.72
919.42,53.114,5.8831522,67.91
913.7,44.33,1.7448132,73.7
920.97,59.72,12.079476,17.82
921.6156984,76.02907552,1.367872031,14.78937917
921.17,59.342,6.822667,31.23
923.5524394,59.60851581,18.74295527,12.29807758
921.409125,60.84921067,21.3141794,11.83467852
921.4802306,59.68368863,16.57727206,17.09469792
922.8088856,68.74555103,4.191824642,11.97821747
921.65,62.87,10.7149426,21.11
923.4182873,60.4350343,17.74318973,10.43861097
917.69,54.824,2.125093,90.67
,42.746,12.9295132,87.87
922.2663561,64.18310635,10.16769248,14.35572063
914.4,79.916,3.9370144,25.39
918.8654987,69.16907875,3.808706671,14.75482484
915.8085372,73.21752188,2.179238163,28.50887012
920.87,42.692,5.3239172,92.1
920.2881549,75.76523686,1.271150431,13.22288158
922.9620356,62.13138749,4.370476525,17.92168895
921.02,73.706,4.1159696,9.35
921.22,57.524,17.9402588,8.62
921.44,61.214,5.5028724,13.32
917.61,73.022,4.3396636,6.09
915.3,69.53,1.2974252,23.64
922.5,66.74,1.901399,12.71
922.1741306,62.26758356,16.55276044,15.09448694
916.83,80.798,1.9461378,44.38
925.7586492,72.55406499,12.34832177,15.43108526
912.5,57.398,2.6619586,67.2
917.4619004,55.51162424,7.933056319,20.61421094
909.86,54.14,18.7231878,90
918.3553107,64.17368536,14.55859776,19.50949951
914.86,48.038,5.0554844,78.99
919,69.818,1.677705,69.99
921.61,64.868,11.7663044,13.22
910.34,50.72,10.7820508,87.7
920.3347769,83.00420473,13.70887679,25.64781918
919.4,69.854,1.006623,26.49
922.7024588,56.99410834,6.004598502,14.41260501
923.48,64.472,9.4846256,12
916.64,68.9,2.9527608,26.01
922.473233,66.63978421,1.991812146,12.68992472
920.0755911,69.34875007,21.1083898,15.27325813
916.7,69.476,2.1027236,19.36
915.4454464,70.61219232,2.003131628,25.16638737
923.634017,62.56051173,13.15324274,16.48667949
916.87,67.604,4.4067718,18.75
917.8482865,72.35953393,2.916904476,13.03427371
912.79,41.486,8.612219,91.28
922.5930641,68.21650832,9.838116036,8.630765356
916.25,79.754,1.0737312,41.99
922.1,62.96,1.789552,11.71
919.32,67.532,1.0961006,16.76
918.38,64.166,5.0107456,16.3
919.9401109,76.96897212,4.788759632,19.47201277
918,60.314,4.2725554,35.83
920.81,59.072,9.0148682,20.05
918.9812134,79.76906271,2.358614612,26.11100432
925.3,72.77,2.6619586,15.79
917.54,77.504,2.1474624,35.49
920.3048566,59.27547873,5.782927755,13.71033915
916.35,44.708,9.5293644,92.19
920.3726566,75.56837539,3.168316887,12.7482237
921.16,57.2,3.0869772,28.43
914.2,72.392,2.2593094,23.03
916.72,86.936,2.1922012,29.05
920.31,83.138,14.1598302,26.39
922.8831801,69.77771706,3.285986898,19.2816672
920.8,57.542,7.0910998,73.17
914.07,47.048,3.7356898,92.14
916.47,66.092,2.572481,89.08
914.87,53.078,1.3869028,81.4
915.6,76.28,1.8566602,21.61
917.6,69.656,1.5211192,13.38
924.3182803,71.87335584,5.925072383,15.26333978
921.7721683,47.94241404,12.9398806,32.68783799
923.87,48.362,6.1739544,42.84
921.1687386,63.98410533,4.718126612,10.46459156
919.3,39.956,1.4092722,83.81
921.09,72.41,1.2750558,17.3
918.2699194,53.55901829,5.085931369,18.65590535
917.2,75.506,7.4042714,14.35
920.24,74.408,6.487126,27.88
918,59.342,5.144962,60.74
916.8180715,74.30292525,6.654340972,13.59463032
921.2,56.786,9.5517338,59.79
920.1103502,74.81870794,2.361333411,16.12995176
921.88,47.57,13.2203154,31.99
923.3,58.874,8.1200922,33.05
916.17,56.57,7.717443,70.8
912.4,50.774,,86.84
915.93,64.118,3.452344067,47.22666667
921.4331658,64.63477581,5.024051647,9.220569973
919.1250905,62.99067247,3.853190247,20.8758446
919.511475,55.09340486,4.118457284,18.0051154
921.7634017,66.02246657,2.851264734,11.01582384
918.35,75.92,1.6105968,16.22
922.18,75.218,0.9618842,14.65
918.73,53.96,5.59235,33.7
919.4074045,64.49647735,8.381485861,16.71937892
919.5613761,61.8557198,6.971292337,17.41660863
919.48,36.752,3.5119958,41.76
916.7,49.802,6.4423872,80.15
922.2212036,69.73657834,16.90820368,9.870100982
922.69,69.17,9.6412114,7.49
922.99,55.76,9.283301,16.82
922.37,56.48,1.8790296,65.54
920.75,49.1,7.8740288,91.7
916.37,76.748,4.0488614,18.53
917.85,53.312,1.7000744,38.36
914.25,52.556,7.9635064,49.79
920.5677648,59.88705019,17.64193067,10.24746225
918.8465982,74.9380125,3.063335637,8.691746315
921.6893583,65.95033957,2.946745948,10.84552398
919.7627531,77.67214353,5.33070988,19.80702189
916.9,73.292,1.5211192,35.33
920.2774169,74.36171745,4.599091431,10.93387416
915.47,64.94,1.2974252,50.28
919.18,74.84,21.3404076,9.19
926.61,66.974,7.8069206,17.63
916.51,82.22,2.2145706,26.74
920.83,66.344,15.4572554,23.77
915.4,69.836,3.8699062,10.79
919.2829423,63.33495992,4.419148423,16.25865948
924.0254996,60.10924157,18.82721552,12.90833003
917.04,42.134,12.415017,83.25
918,75.74,4.9436374,28.38
917.16,90.266,2.8185444,20.71
912.41,47.48,8.6345884,73.83
914.43,74.246,4.2054472,19.45
915.89,49.802,8.4780026,92.12
923.6682736,60.30090707,18.1894777,11.45538189
915,58.01,1.2079476,73.28
920.02,74.552,4.6528352,10.73
917.3189871,74.06660772,2.643176606,12.95510614
910.92,48.362,,80.56
921.37,60.98,21.5417322,11.98
922.4489447,72.86377341,3.682369652,16.75367005
914.3,48.182,2.4830034,90.97
921.4598436,77.05329522,5.990086111,12.93258877
920.5981216,53.15492763,5.349240348,19.31840056
914.1543889,81.51024959,2.651553969,20.23164433
922.357267,74.35871192,4.179192563,12.49026787
917.3,70.088,2.6395892,36.38
914.79,48.272,5.6147194,90.89
918.94,68.81,3.35541,25.98
913.5,68.234,3.1093466,50.48
921.11,41.234,17.7613036,89.84
923.4,42.692,2.572481,72.57
921.32,60.674,4.0936002,23.77
920.92,74.21,8.4556332,15.74
916.62,46.922,8.3661556,70.61
912.39,41.522,3.8475368,86.74
918.9445621,62.35351331,3.512705065,23.29704941
916.28,71.69,4.026492,43.06
913.66,80.204,2.3040482,28.26
921.34,70.016,2.23694,6.29
919.5,68.738,4.138339,15.03
917.9,76.802,2.5501116,30.31
925.3,70.466,6.7331894,13.23
915.97,63.734,2.3935258,87.25
918.4,78.422,1.7671826,28.73
922.2,45.68,2.2816788,20.11
919.78,65.498,2.3040482,36.24
919.8881282,68.6878221,3.96085768,14.49283919
916.04,62.132,3.7580592,26.11
921.36,50.45,9.0148682,80.6
914.9,53.942,4.0041226,75.77
922.4126587,64.01853693,3.250916119,15.98261038
916.03,62.51,6.2186932,31.85
911.9,59.072,1.2750558,77.63
917.44,64.778,19.1705758,13.31
