Country Name	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012
IBRD only	4.765240888	3.748028252	0.861681416	2.363058792	1.459983371	3.484644153	23.20605777	13.09798292	-0.639461569	-1.361830852	-0.446224164	11.02145517	15.67003943	18.97196451	27.78343823	37.58841086	39.23823462	33.9315252	34.74714514	47.7806504	55.22769534	59.4297671
IDA & IBRD total	1.460273016	6.819057508	-1.068007549	0.325672073	0.676591738	0.342928319	16.03181054	17.71625897	3.582111201	1.580151464	0.763552057	11.12835971	16.53793953	19.4737355	28.38478833	34.04138294	39.17046155	32.08261578	31.18818271	42.8185761	52.46678513	55.95770044
IDA total	-10.23163342	17.68336485	-7.894622416	-6.881942589	-2.094794253	-10.77144525	-9.348353679	34.0542246	18.51666903	11.9879325	5.043348692	11.50655334	19.60828913	21.24883884	30.51217027	21.49314641	38.93070237	25.54177281	18.59772578	25.2643636	42.69957859	43.67465261
IDA blend	0.226275015	6.328131224	3.112558122	-0.740691815	0.333495451	3.661795358	14.12247586	24.41928529	29.30941281	15.48976205	9.546917162	23.14482794	24.18336414	32.75636205	51.30316407	33.08005032	45.15707151	34.6629135	27.82637664	30.54513859	76.42482109	79.61810996
Indonesia	89.92735823	80.02466472	19.86043316	85.06630097	12.91352916	12.78393491	332.6481231	2.237872277	-42.59034406	-46.57475876	-27.05039332	47.66332232	-23.72878534	-9.003403368	0.50889295	104.3829982	-33.6591431	-31.63052513	-1.444299815	-36.07574871	-34.46533544	-33.00645608
IDA only	-13.31614178	21.03253484	-11.14113587	-8.693274129	-2.81100629	-15.02845818	-16.27095876	36.89600229	15.33340264	10.9550852	3.715043447	8.073901813	18.25889338	17.85475178	24.37996949	18.07564641	37.0942656	22.85153748	15.87578085	23.70682514	32.75248511	33.07330765
Isle of Man																						
India	4.028801738	7.139310354	9.684215728	13.95850753	19.03824095	23.17080002	26.96937941	27.50475211	40.98880861	35.88203053	35.19092885	38.19616575	42.45994632	50.66868304	52.62387195	60.93451502	71.69238453	75.7794302	87.01835222	99.76308558	103.8996171	116.4448552
Not classified																						
Ireland	0.605354799	0.505876567	1.151285836	3.364946006	4.255407392	6.966353513	9.16563195	-0.298504836	1.601632626	3.90358859	6.969477789	5.354257824	5.015527911	4.859247824	6.857733411	9.026941537	6.785030988	6.93703286	0.045558274	0.012280561	-6.579566353	-4.803331492
"Iran, Islamic Rep."	9.247205289	15.88401522	15.62337602	28.2470878	30.55027187	36.01370718	42.01784159	44.6993028	50.02508099	57.93764616	62.41203933	70.37594302	81.95602332	94.67526195	103.251485	118.500638	129.4421033					
Iraq	-29.69507775	-20.05231888	-3.294473098	6.800646944	7.42858662	-1.693225472	3.391997352	6.167905855	11.02727803	24.56884415	33.0213393	28.85826009	7.935036034	25.59132177	24.77835097	29.67567884	30.25245818	38.05550393	38.60889519	47.1002002	51.65961664	55.73750806
Iceland	-0.222514079	-4.379724362	-3.986208315	-3.570280173	-4.054689484	-2.662584149	-3.086091439	-83.524597	-83.19038516	-81.05633018	-82.39551336	-81.78675739	-81.88567279	-81.51158093	-81.70753269	-80.55729058	-79.55469275	-76.82408159	-76.36007385	-75.22641356	-74.58640354	-74.65718811
Israel	1.778967738	8.440450541	17.99481465	26.39382167	34.4511496	42.69488159	48.04858615	50.35638182	54.00080172	65.66649829	66.32208262	75.43291208	80.5983049	78.18093572	80.14198152	85.79345398	94.72324504	89.95157366	89.41505819	99.63083411	106.2744139	112.1834291
Italy	-0.526917202	-0.91489185	-2.456462689	-3.017731511	1.90772146	-0.280303708	-0.076869487	2.020791554	2.497629441	7.584036112	6.799845091	8.258651972	11.043654	10.6198178	10.87928891	10.72400934	7.590578032	4.033072695	-5.516637942	-3.794445851	-5.13909337	-5.136152375
Jamaica	0.56190373	9.984694992	12.305098	12.9037384	16.81596606	20.69452351	22.94949721	27.42035869	30.57172203	32.67672283	31.44733741	32.97380786	39.05718673	43.99779474	42.87567369	56.12860954	65.50259735	49.2889	48.98351081	56.46891284	61.53186327	66.04742431
Jordan	2.528993543	20.16894844	24.42895761	29.59411183	36.50859679	41.4371225	45.10152632	47.93470876	47.72488864	53.44885776	52.22751426	62.37708257	61.45785807	80.02793058	92.59524599	96.76227943	106.0516569	110.9530773	109.6299999	120.616874	127.9511327	134.4844571
Japan	1.092819188	1.990320156	2.176530368	6.220640077	8.965051653	9.154507882	8.40982876	5.111382325	7.230370363	7.781131535	6.382900895	9.027311094	9.460286934	9.406409728	10.36495842	9.291394738	12.00911831	6.169256363	-1.106204287	3.506762019	7.0585516	13.35065926
Kazakhstan	-2.530956379	-1.671330832	-12.17705423	-22.41349173	-33.58233549	-26.85062312	-44.31622158	-41.32190237	-50.89348673	-44.2921114	-39.93758691	-23.20944074	-31.02195621	-23.3939502	-21.66313529	-12.75305402	-15.16308744	-11.22210619	-22.69456545	-6.697679737	-5.859718622	-1.554896544
Kenya	-2.059603536	0.176932381	2.319351559	5.970727671	7.332102718	5.626060938	5.886694869	71.00581499	20.68395074	18.73019644	14.05281898	12.43284887	18.91356385	19.51830215	24.95562888	28.43836676	36.23517537	36.80728147	34.93441702	35.26161806	37.41575954	39.43948827
Kyrgyz Republic	-9.313505009	-33.85830035	-46.69154844	-59.72082613	-68.48654771	-62.36015352	-65.69479832	-66.59001695	-70.43517444	-70.0330516	-72.96909216	-68.85637766	-66.97158376	-66.21837286	-67.39354634	-67.90899787	-65.55539491	-64.32654928	-60.28382034	-60.91557375	-58.37635963	-58.55342581
Cambodia	-6.811319135	6.67977467	2.575100723	-9.047575043	6.496621541	-2.554528971	0.146773503	541.9266633	180.3617227	115.7488691	227.8150772	456.270363	442.9111671	813.7376526	418.6606171	423.1032087	909.6961999	517.146693	349.1103578	546.8227688	549.7249549	552.597762
Kiribati	11.12726828	2.964062688	3.629033475	-0.863936709	0.953409219	6.15981031	9.892700434	-1.69329593	1.617929277	7.33762793	10.43999404	12.60404522	12.20499472	16.21610807			29.1501109		32.47665276			
St. Kitts and Nevis																						
"Korea, Rep."	9.381020169	18.00773884	28.13098801	39.10504741	50.95762572	62.17723645	71.02582303	49.91409555	63.0562924	70.65479971	73.83422761	77.98233709	81.76662348	87.17087362	86.81200205	88.25114957	91.53272615	97.99653024	97.83380332	109.2632101	116.333666	122.6245256
Kuwait																						
Latin America & Caribbean (excluding high income)	-1.364575998	1.854431593	7.644786508	-4.946675091	0.502586271	3.688117402	5.930710366	30.83235114	7.065824314	-7.728829085	-8.641530931	1.965074633	8.626334187	20.81245606	38.22602001	9.378131675	49.27739738	7.792820408	-3.681266638	47.69240114	66.26215797	68.47937776
Lao PDR	-11.6441628	27.58767268	4.428300978	-6.577080022	5.81201953	-18.04641889	-17.17034759	370.4382992	375.5573094	-18.12445438	-47.03251376	15.45076542	-32.24716928	153.3594162	77.38897774	-16.77884248	135.5833385	-29.18484624	-18.78268638	26.24206286	435.8927843	436.761576
Lebanon																						
Liberia	-15.73380564	-17.62820049	-19.75906025	-20.93674863	-18.51169188	-14.86927088	-8.565933057	184.1850585	92.36966603	18.47565146	23.47355731	16.81361944	17.71047953	31.89817215	18.84001401	41.27580545	62.48589381	63.37218574	48.34575097	57.40401155	59.61932486	61.70613829
Libya	0.011352593	-9.168434788	-9.042580241	-0.345168923	6.780803851	10.11313391	3.8265884	3.698576639	-1.489001218	4.245225552	2.424731082	3.691304987	11.71120582	12.26770964	14.50300199	16.77390499	16.40041394	21.55521607	21.15667729	27.35352744	31.10753681	34.47445163
St. Lucia	1.41955833	2.402344307	-4.768269344	12.21078775	20.14599464	25.0186181	18.84513333			45.59911195	46.7944779	48.25225187	53.65296336	69.1131426	70.09647511	77.29527119	84.1865235	91.88809809	92.13381697	102.7624662	109.3855438	115.2931987
Latin America & Caribbean	-1.331739855	1.894260887	7.631316007	-4.501455381	0.947045937	4.311557017	6.74029936	31.8733928	8.991122038	-5.63975754	-6.504581794	3.098596898	10.60577979	22.90220964	40.07252276	12.28639704	51.43559391	11.09796584	-0.109270596	50.11315223	68.37751719	70.73679264
Least developed countries: UN classification	-13.86579438	23.69603149	-11.64350297	-8.5661469	-2.586043766	-15.94732845	-17.73498262	39.68280295	18.6170148	13.07728708	5.724702824	10.53088876	20.99893354	22.01110669	27.44298682	20.90799065	41.22935632	25.25499196	17.60466757	26.55715704	36.07495138	36.50021919
Low income	-14.81737238	19.50724009	-19.55929489	-11.86806961	-9.438992527	-18.63789078	-20.66075505	45.57226824	19.59459024	24.03843259	16.51632379	14.86720621	31.3695288	19.47873063	35.40175611	34.24791237	42.92845604	35.00354021	23.82442883	33.22409782	33.82289675	33.92047797
Liechtenstein																						
Sri Lanka	-1.893202424	4.149525229	5.671091575	12.92470983	12.14484373	17.96955084	16.36193303	11.84574914	24.14485806	26.68028906	22.03710371	27.67226733	33.74165367	38.1681749	48.12171569	41.46603634	51.09003147	52.10292709	51.40406447	58.50311933	62.26550258	65.68814403
Lower middle income	12.97450108	19.55543361	2.457542188	11.19725564	2.467214686	-0.949280994	57.28508055	10.30380166	1.66853825	-5.585552015	-5.746045568	13.55960554	3.242438261	12.45586953	16.37259879	30.66057359	18.35639555	12.41534777	18.40016831	16.73718274	31.26314769	34.9957626
Low & middle income	1.525769786	6.916651885	-1.162501914	0.194733785	0.454761524	0.140766311	16.04662846	17.74439539	3.394643052	1.378494231	0.586931955	11.26313447	16.55064334	19.38073377	28.41797628	34.07108319	39.15861399	32.00285514	31.18720244	42.90200512	52.72249254	56.30331217
Lesotho	-0.504152674	12.0177964	5.763844716	4.605674232	2.975841066	-2.280876091	-3.800452586	151.5796107	102.7708078	71.61773388	104.2209844	56.27827668	147.0273463	24.36086989	96.76228938	14.81478845	135.8354948	35.11810133	44.91833539	81.96089843	83.24258258	84.48044733
Late-demographic dividend	-1.004294221	-2.332005156	-0.475659581	-4.472552453	-0.111642847	2.262772989	-0.636971058	13.72923325	-2.683934178	-3.160951819	-3.172959368	6.351697252	18.05065058	20.82066425	31.42956297	33.915719	47.47940929	48.5710868	46.85564311	67.34034925	77.01440206	80.58922872
Lithuania	3.45501784	-29.96985877	-41.69930548	-44.42838773	-46.23247538	-44.5008366	-45.02408519	-53.32757547	-58.17033661	-60.88450955	-61.26802255	-59.58425087	-59.90524618	-58.55876902	-56.62966201	-55.68604935	-52.54150193	-50.80894678	-54.96599335	-50.70988438	-46.03930107	-45.82304625
Luxembourg	4.964993165	3.296032012	5.007104496	-0.953554562	-18.11235251	-19.63817023	-22.64132081	-28.80398407	-26.09296268	-21.62741852	-18.32397618	-11.7900232	-8.050410287	0.106398386	2.624292546	2.989433417	-0.225504772	-3.050250159	-5.790482375	-0.512660065	-1.316163865	-3.747423028
Latvia	-6.202660476	-18.70313326	-28.57831489	-37.40668412	-44.21074617	-44.19361851	-46.38358205	-61.66720109	-64.1310209	-65.81950841	-64.09129418	-59.16465969	-62.03116253	-61.32259586	-60.53138517	-58.25572603	-57.18117641	-57.80930383	-59.66373075	-56.42715975	-57.97139205	-58.58376876
"Macao SAR, China"																						
St. Martin (French part)																						
Morocco	1.997916218	5.264949512	5.092447205	9.880698712	11.61063878	12.08045139	17.04256897	21.56004488	28.50862735	35.77502288	42.65213874	43.63492028	44.55493536	75.77905449	86.51038511	90.24292293	94.74448494	93.51232522	92.18416059	102.6658492	108.7761885	114.2507133
Monaco																						
Moldova	-16.78619118	-29.44057271	-40.11426984	-50.00255289	-56.21358199	-55.52209162	-58.61144502	-62.64436853	-68.81683955	-71.61136532	-70.09734181	-70.34028222	-68.45552559	-67.64953392	-66.43985025	-67.80472808	-68.01460876	-70.6278458	-71.05246156	-70.1846763	-69.935453	-70.15332659
Madagascar	-9.19702808	18.76324045	-12.07487357	-5.198961376	-3.790135696	-10.83157348	-12.70412394	194.6561372	88.12461709	74.1087608	172.5827128	74.88308725	238.7530285	81.54813254	230.5229012	121.832823	177.7163264	95.3708105	144.0052352	142.4470768	143.1816233	143.897975
Maldives																						
Middle East & North Africa	8.091558003	8.690410657	13.58421641	19.914586	50.69953103	55.22556984	57.68500444	64.5149618	71.51556173	78.15340466	83.70117932	90.99662384	99.66910223	74.56315839	82.62263918	91.61774998	138.6337132	80.98243286	84.5816567	46.18887907	101.380785	44.62276301
Mexico	2.230696195	0.100094906	1.612874744	5.276676754	4.413669327	7.822185007	9.103556844	40.10356186	12.08058217	16.66261865	10.88929453	14.8797912	21.76150522	14.90213255	29.77992436	29.94767672	30.79375208	30.35852076	31.30805217	30.19813935	32.11776664	34.25550642
Marshall Islands																						
Middle income	3.411667545	5.463775699	0.960374474	1.586706861	1.596439691	2.307707462	20.28243401	14.53323058	1.52526911	-1.236322828	-1.251221568	10.84724683	14.8406354	19.36942554	27.61209118	34.0506782	38.72359748	31.6565946	32.03682108	44.01877591	54.90338927	58.88615312
North Macedonia	-10.10688595	-19.11999844	-17.7602489	-18.68885999	-19.18525925	-10.59965399	-18.30838489							-21.47823684	-19.10112083	-19.32624366	-13.00248852	-18.04572317	-18.76775629	-14.45344556	-11.74436688	-9.325880652
Mali	-13.46126999	-3.962477283	-7.305547857	-6.074466429	2.237009665	1.766939787	4.67267073	180.612584	154.6880941	128.1006146	173.0567483	159.2360268	118.5573556	187.0401045	182.7780865	171.4067528	142.7227578	182.1653694	140.6440224	149.4886007	150.4832741	151.4696597
Malta	-3.985149638	-5.389789884	19.87850477	8.407757751	4.046764946	2.098745749	8.824189425	5.271156446	6.762429904	-2.005423848	17.04048933	-2.050876298	13.43482084	15.91814927	21.55890697	17.32177427	23.88784208					
Myanmar	-11.26919124	31.52433106	7.081572942	-6.2356554	7.720986843	-19.50848471	-20.37357646	-64.97528925	-61.41980286	-78.85227962	-78.67721363	-74.15095691	-78.59911981	-56.60356858	-74.52584653	-77.2357046	-60.02719308	-78.4105301	-69.61483412	-62.83417181	-39.81133976	-39.64041232
Middle East & North Africa (excluding high income)	2.927035524	7.412534178	11.55318569	17.30914157	21.46031647	23.55524558	27.2835408	30.6102868	35.09343733	41.43019876	44.02369533	48.88000572	53.64474616	63.40365631	70.86202891	79.80493346	86.09636264	9.508470849	6.958764955	12.45652078	15.74102024	18.6880963
Montenegro																						
Mongolia	0.033730353	2.501836666	-0.313565821	-1.937874059	1.855078086	4.687190863	4.681844797	-13.82231881	-47.0522225	-10.83034625	-52.61882989	-13.01518169	-32.48811676	-56.17788862	-52.329448	-34.89200653	-4.546790553	-19.8627603	-13.44814261	-57.16879551		
Northern Mariana Islands	6.587360683	13.28051111	20.06546599	26.96157213	28.14323415	35.51288225	43.0720553	50.5933983	58.11059028	65.46875774	72.92440137	80.26667877	87.49047901	94.73352812	101.9453256	108.1776301	115.0157785	122.5165422	130.5652772	139.3176805	141.7108573	144.1040341
Mozambique	-16.96446466	30.17661772	-24.78843749	-12.48890237	-9.99443858	-22.65819898	-25.67862971	636.9910427	394.8655928	425.7984313	617.5725491	507.444519	766.6541869	637.5429994	754.5347482	636.1270366	675.9025209	788.5034554	650.2520554	827.6870815	828.296922	828.8710234
Mauritania	4.077027479	28.65025316	31.8951946	31.86142964	34.51296875	38.06240553	45.43974926	57.66013218	64.64222459	99.94558389	93.84708075	67.6382948	72.45182039	84.50416152	91.9980689	92.57084518	124.6834667	96.11240163	100.2304061	116.6841265	120.078096	123.245315
Mauritius	2.657975554			5.183235028	16.34491129																	
Malawi	-6.65670387	18.75730086	-12.02810863	-8.844991701	-4.739792912	-9.823486199	-11.15555884	104.4487688	61.27503216	80.97946087	44.84257847	67.18521506	138.2638402	76.67794822	140.1661057	76.35243583	105.2241087	107.7439696	82.68311726	150.85276	152.1438841	153.3898634
Malaysia	0.838313876	27.6593462	18.80716921	14.87585913	26.9891144	20.85600501	23.83423255	30.49164249	-19.33487668	-13.69372886	-11.26616245	0.70292292	-1.611805615	8.911015971	24.20977107	21.04253799	26.23181109	29.29101373	39.97825982	32.7757395	36.87606211	40.54171965
North America	-0.667958376	0.166130778	2.866199509	6.482340696	6.765876136	7.880135127	9.918589958	16.79853205	13.11691678	14.600316	11.78351175	16.98288079	17.75631102	22.82387396	19.09085343	16.96227305	18.91038542	12.04497803	9.029257957	10.86142284	12.75410442	9.28192334
Namibia	-0.727936463	14.65092714	-5.415506733	-0.002409605	-0.752495534	-7.986628347	-3.771124305	204.647559	288.8628269	365.5575532	329.5825548	304.0762442	292.2524514	376.0473095	323.7569946	408.0266656	400.840366	291.7213683	447.5613072	415.7236728	418.5741093	421.2264361
New Caledonia		12.62400219	12.51014806					11.52184109														
Niger	3.383702562	9.34071115	9.565908385	15.38846398	18.1282451	21.26580048	24.04745292	50.10431897	63.38586498	60.54028668	58.48940169	34.59743253	38.11354255	32.64578588	48.04613884	46.85701909	58.31793646	51.40722548	51.97732612	61.9145154	63.68402056	65.39843902
Nigeria	4.923395348	15.48812817	14.90685009	6.880588195	12.72217332	24.41678201	20.25896039	103.5600893	116.5093967	92.91387722	95.46617918	80.71955081	92.89160977	76.47957536	129.3208347	95.11909184	105.2996975	93.57539396	67.29918306	78.96996454	81.78009266	84.35868592
Nicaragua	-6.761786808	-1.256623913	5.584954572	7.977721779	4.926815003	6.988436131	10.35039443	119.1747309	20.98828599	36.82777955	40.91367579	43.41955184	65.29846393	44.13374455	63.99774482	46.62039709	48.84682593	53.86553474	54.54771325	53.88888751	56.56138749	59.04010138
Netherlands	3.507666517	2.722558038	4.337666901	4.36138074	4.715555804	8.792494776	5.064482462	1.155350416	-2.559572287	-1.848008338	-1.878026858	-2.758348872	-1.387112535	-1.38671827	-3.289758038	-5.65790267	-6.958693601	-8.645673016	-10.06094092	-5.36808328	-10.83652677	-12.73870386
Norway	-4.710777568	-4.638333777	-0.312823626	3.764604896	4.599348569	6.745091397	10.50363088	10.63302179	13.08736108	5.561015244	5.966153544	3.295621213	8.458363932	8.995473325	6.094858019	5.764975455	7.319775898	5.242124423	-2.409263634	-2.602841558	-4.869041114	-5.824210724
Nepal	-0.403390609	-3.928855329	1.015752084	2.091902282	7.11423778	8.439723783	9.747131357	12.29615432	64.55143548	24.34748708	18.81264545	15.11678726	18.82565189	21.13805844	22.86848373	23.20124067	24.46530142	27.50276005	30.61878357	30.33783208	32.01899259	62.28271927
Nauru																						
New Zealand	-0.387971853	2.222635207	1.834509601	3.658090568	5.916035662	7.418819571	11.96289373	5.869675356	9.323894143	13.29431623	16.11684654	17.68257978	22.16852728	22.13333309	24.93042567	27.17266057	24.65918576	23.98101216	15.78986467	15.9108996	15.46861554	18.93925642
OECD members	-0.009425639	-0.437879771	0.388212554	3.011091175	3.862901448	5.582337525	9.049940376	11.69821082	10.80685866	11.5778066	11.10968084	12.96212084	13.88101237	16.90812362	14.12031181	14.69708981	15.43999043	10.29083775	7.988519577	8.009001343	8.531393442	7.574739534
Oman	10.82605983	10.50250271	9.882586191	5.554040172	17.23129784	22.24056031	26.99930641	-22.04882471	-12.91103153	0.234230723	15.05756682	22.46053869	31.4187214	30.29984617	36.04272147	43.92401554	48.53110717	56.18379893	57.00233666	66.99143228	71.69670991	75.92780819
Other small states	-4.581700492	-15.34162625	-24.91875299	-22.93786393	-21.60702507	-24.38089225	-32.47244662	11.53532095	22.41264085	15.71733129	24.44022759	21.23957458	8.941466275	20.08168279	20.57199039	41.25056756	26.07720247	71.71165399	36.24855009	89.08509361	93.43226623	98.45912592
Pakistan	1.975849083	7.327168229	12.91903557	16.52363287	21.26827558	27.54491788	30.92102022	35.79021378	42.92102763	43.34798707	45.22331937	48.91464509	57.41125653	68.65364015	73.35988801	82.06444198	94.96227121	96.20364939	98.92300423	105.4627529	110.0680342	114.275183
Panama	7.26809279	17.71894982	20.51521482	24.31209019	29.39553147	30.47438879	30.17183175	47.78500195	28.20855098	34.40190418	66.37667949	53.73004606	59.22727271	58.76568158	55.38485002	75.9170508	71.53473867	121.3324003	127.3038862	126.4123873	132.7473844	138.4458118
Peru	-3.786727723	-0.293267203	5.71216272	-3.420903659	6.486471597	12.31716073	12.81079406	18.06349739	7.990660168	11.80610001	-16.57493956	-14.30038708	-10.83480166	-5.21574692	15.13709129	-1.355872858	19.09055298	6.992994511	8.748478388	20.27082085	23.08454406	25.63265778
Philippines	-0.120512142	5.959839152	10.32367183	21.6872279	30.37505429	39.3763067	46.0596577	69.39792167	46.16934949	55.75547808	48.27324428	43.27270856	45.755185	48.3868248	51.97245332	108.821905	54.74609445	58.09388689	132.266504	65.99006706	69.99330237	73.62544001
Palau																						
Papua New Guinea	99.80140673	91.05321801	26.07168122	97.89422965	20.01775314	16.48709439	385.6110438	-70.40976513	-77.34174456	-72.01246865	-64.88640314	186.0107456	-65.3685376	-33.39848886	-67.9602402	-51.88503878	-66.87495068	-67.74523564	-61.70449632	-63.84364677	-63.09631611	-62.42058704
Poland	-2.932138268	-4.527888419	-5.181262695	-5.304551977	-3.261276905	-8.094134042	-8.539256724	-17.95516765	-19.65633655	-17.16693389	-18.64117704	-20.75306947	-18.22658037	-13.11677447	-13.1228436	-10.70119735	-11.14759826	-11.18834081	-14.47100769	-10.02712691	-10.80650983	-12.53315509
Pre-demographic dividend	-15.47190846	18.71937164	-16.69261952	-9.059121023	-5.56294634	-13.39599816	-15.4123413	57.66256843	31.44021496	36.2130005	27.17439927	26.9636472	43.00183372	30.67260999	49.9533417	41.6552114	55.66410629	46.27286952	33.68683648	40.60784763	41.17921587	41.51614526
Puerto Rico	2.41960367	-6.828440853	-3.710940925	-0.975260641	-1.795725739	0.211614213	1.88200316	-2.593339677	-0.972908511	0.751764055	2.367664701	3.070778962	5.240187769	5.364560318	6.035135075	5.594836873	4.187007625	4.311434913	6.048826704	8.774832926	10.41616698	11.9711597
"Korea, Dem. People’s Rep."	-4.35000905	-12.3756028	-18.77907947	-26.48091263	-31.33700497	-38.27071593	-39.47131136	-48.23574427	-45.11129326	-39.99141371	-37.48191758	-41.09037359	-39.80162301	-37.90741532	-34.62726998	-34.47390805	-43.52487101	-39.02975405	-38.69894872	-36.12456867	-34.25418534	-32.57955025
Portugal	3.611505891	10.4289344	8.772134058	10.74901379	18.85241169	16.15383737	21.50997681	42.76276204	45.50382734	52.15264164	46.66513554	51.68045836	54.39559248	45.86068303	74.47909678	39.68896724	36.3612412	27.83336971	29.65165877	23.10654521	23.61561773	24.55389348
Paraguay	-6.623562126	-0.254744014	10.01759077	-14.8405793	-5.114865093	-2.365971143	-0.696704796	-24.67667913	113.9960164	-38.21508151	36.14475768	30.03053005	31.35310066	8.170574469	42.16205812	5.130884897	117.0893251	-15.26074118	-26.56582758	-21.62812744	-20.97390442	-20.34909479
West Bank and Gaza																						
Pacific island small states	-17.96322908	-32.03171599	-28.11026518	-25.36940485	-23.36174296	-20.86202165	-21.19670083	-22.12101034	-25.61864054	-27.31120964	-25.92501658	-22.61488606	-20.41854916	-21.64048017	-22.97676658	-21.49836216	-18.36218747	-18.55768521	-15.8172999	-17.37628569	-16.02624139	-16.4858114
Post-demographic dividend	-0.610900433	-1.724885691	-1.730057395	-0.136988666	0.44535587	1.59855148	4.788847838	6.421072514	6.415114694	6.731108944	6.835245721	8.223833834	9.201719906	12.05943363	8.538740108	8.866927881	9.448217392	4.375648057	1.659741089	1.635196029	2.236179008	1.149492091
French Polynesia	-4.360464208	-5.302532793	-5.671275729	-25.19021571	-23.35852516	-23.27086868	-19.04589033	-18.4175157	-15.57232743	-39.86009169												
Qatar	6.096002678							76.28464327	98.81126644	102.1963955	107.0947036	113.7723735	135.603942	167.6597064	179.3132599	209.7292501	250.9603566	278.3216809	292.3283307	347.6720925	359.0458963	369.3459583
Romania	-17.24902746	-24.71681145	-29.43069211	-30.87759463	-28.34122099	-26.46731717	-32.34017618	-40.37358324	-47.58130548	-46.36529852	-44.29878742	-45.34100874	-42.9276377	-43.4317623	-43.55445524	-41.61155969	-42.96205303	-44.66382237	-51.61415048	-52.30871376	-48.96685853	-50.75924056
Russian Federation	-5.610330152	-12.95556078	-16.12916229	-24.65509928	-26.39253122	-24.34943963	-31.61475529	-3.725983238	-30.07931846	-22.88412894	-26.27844755	-16.9395682	-1.434626263	-32.83801584	-29.67539836	-23.50387159	-27.53463291	-16.64899628	-28.6806024	-27.55724823	-22.70318663	-21.98874131
Rwanda	2.011920945	3.504022443	-2.780623238	-6.102044015	-0.623597355	5.179496219	13.24960153	67.71541144	48.7491884	50.68838283	20.66619094	47.79638873	47.41272824	73.29208183	52.64507437	54.41933461	50.82017704	59.40345842	83.49103391	101.3391106	103.5768904	105.7202783
South Asia	3.361870215	6.453784336	9.135710441	13.13245052	18.03251583	22.2157034	25.68055201	25.99434623	38.9845725	34.11705749	33.91652869	36.81693686	41.35274867	49.13534435	51.50610947	59.18049085	69.50763807	73.12305074	82.7018663	94.18044233	98.17558232	108.175842
Saudi Arabia																						
Sudan	-13.59356447	-0.275589383	-1.965514097	3.330500605	10.04556646	11.17264696	15.63294749	460.6409412	452.0794869	471.1361506	356.8037006	457.8628496	438.6883119	424.1148048	478.4425067	389.728916	584.5756924	517.6333932	503.4585946	426.145794	428.5581772	430.9150646
Senegal	-3.403622238	3.752453086	3.746888669	5.772977307	10.24425321	14.29681809	19.26423303	308.1497395	411.5793248	341.4577676	433.9147765	399.6043818	213.8839865	346.4845874	356.4895362	430.5377836	330.5377854	370.9013126	329.5834755	384.7993386	388.4527445	391.8597107
Singapore																						
Solomon Islands	-25.19937996	-44.17908895	-40.15736083	-35.42953488	-34.18693514	-31.34254549	-31.23812442	-34.15045171	-35.90156148	-30.78576919	-29.75114601	-26.65760256	-25.43817551	-25.08284405	-26.75870187	-26.54585871	-25.36451584	-25.2692656	-25.13736667	-24.11571985	-23.15447032	-22.22473157
Sierra Leone	-14.23347514	-8.61686065	-12.44758739	-13.8398897	-6.94118883	-7.351027226	-4.804205795	97.13435142	160.0242403	53.330558	236.424998	133.2970076	116.9766763	120.2392225	54.42453148	180.2352208	196.6652794	243.5921724	81.84152557	20.96549676	21.83451369	22.66245797
El Salvador	13.05907848	20.32963208	24.49420988	34.99226153	38.26584143	35.79894496	50.71864636	52.06586788	55.6440034	54.73044125	69.92961042	68.16180069	68.28850231	73.18878497	72.43122274	74.85876064	80.77305256	79.18331073	78.16454352	79.17104712	83.87890257	88.1295049
San Marino																						
Somalia	-9.645989962	-14.25559671	-5.901206411	1.668323546	4.507341604	6.9780349	9.465880374	16.52323203	18.00520709	14.13776824	15.01720972	16.47370382	19.84675737	18.04361763	18.19446366	17.95425687	18.48783974	19.48120557	17.69700443	19.54169245	20.81420991	22.07334447
Serbia																						
Sub-Saharan Africa (excluding high income)	-13.25990938	17.44411236	-15.04193085	-8.243403108	-4.491300841	-10.80508293	-12.12404009	63.47326139	38.95955643	41.62264151	32.05553034	32.97573911	47.3442481	36.23324504	55.75779207	47.32965185	60.46935824	40.04744718	26.04882292	34.25398763	34.71591415	35.51596253
South Sudan																						
Sub-Saharan Africa	-13.25740724	17.44284254	-15.03950789	-8.242021084	-4.489719745	-10.80301364	-12.12031379	63.45567299	38.94460551	41.60740406	32.04132224	32.98148285	47.34892789	36.21858745	55.7410338	47.31380038	60.47526016	40.0561324	26.05900033	34.26469991	34.72745329	35.52819486
Small states	-4.521204286	-12.75963462	-19.45705863	-20.07874859	-17.98599443	-19.56073594	-25.98075909	13.50151385	19.12109306	14.64914903	20.79201844	9.756277703	14.01922872	24.75692531	27.46523614	47.26366702	35.94463493	72.76241016	53.44416971	87.11076932	92.919468	98.45292153
Sao Tome and Principe	4.889955062	3.932836077	4.780547377	5.587362241	9.988365706	10.63423351	14.37624041	7.693042886	12.19354771	112.2597855	92.83448553	95.44218292	115.7321794	74.41900731	81.84051461	59.30089615	74.10832655	80.52553463	81.61341981	90.25940515	95.68107725	100.5548973
